customer_id,Recency,Frequency,Monetary_CLV,Avg_Order_Value,Total_Quantity,Avg_Quantity,Customer_Lifespan,Discount_Usage_Rate,R_Score,F_Score,M_Score,RFM_Total_Score,RFM_Code,RFM_Level,ML_Cluster
CUST01919,469,1,470.1000061035156,470.1000061035156,2,2.0,0,1.0,3,3,2,8,332,Low Value,0
CUST00927,936,1,471.510009765625,471.510009765625,9,9.0,0,1.0,1,1,2,4,112,Low Value,1
CUST00383,1052,1,473.6499938964844,473.6499938964844,5,5.0,0,1.0,1,1,2,4,112,Low Value,0
CUST02578,87,1,474.70001220703125,474.70001220703125,2,2.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02235,140,1,475.6000061035156,475.6000061035156,5,5.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02054,468,1,476.05999755859375,476.05999755859375,2,2.0,0,1.0,3,3,2,8,332,Low Value,0
CUST01992,748,1,478.67999267578125,478.67999267578125,3,3.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01624,1083,1,480.6499938964844,480.6499938964844,5,5.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00194,443,1,482.2200012207031,482.2200012207031,9,9.0,0,1.0,3,3,2,8,332,Low Value,1
CUST01064,919,1,483.29998779296875,483.29998779296875,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST01559,894,1,484.67999267578125,484.67999267578125,4,4.0,0,1.0,1,1,2,4,112,Low Value,0
CUST01350,688,1,485.7300109863281,485.7300109863281,9,9.0,0,1.0,2,2,2,6,222,Low Value,1
CUST02877,163,1,494.9200134277344,494.9200134277344,2,2.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02551,560,1,497.1600036621094,497.1600036621094,9,9.0,0,1.0,3,2,2,7,322,Low Value,1
CUST00814,388,1,498.55999755859375,498.55999755859375,4,4.0,0,1.0,3,3,2,8,332,Low Value,0
CUST00836,400,1,503.1600036621094,503.1600036621094,3,3.0,0,1.0,3,3,2,8,332,Low Value,0
CUST02909,446,1,503.4700012207031,503.4700012207031,11,11.0,0,1.0,3,3,2,8,332,Low Value,1
CUST00424,797,1,503.6600036621094,503.6600036621094,2,2.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01747,39,1,504.3599853515625,504.3599853515625,12,12.0,0,1.0,5,4,2,11,542,Medium Value,1
CUST00691,825,1,504.5,504.5,2,2.0,0,1.0,2,2,2,6,222,Low Value,0
CUST03021,140,1,505.1099853515625,505.1099853515625,3,3.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST00933,687,1,507.79998779296875,507.79998779296875,4,4.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02154,953,1,507.80999755859375,507.80999755859375,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST03028,413,2,508.9199981689453,254.45999908447266,20,10.0,102,1.0,3,5,2,10,352,Medium Value,1
CUST02802,19,1,509.3399963378906,509.3399963378906,3,3.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02957,143,1,509.3699951171875,509.3699951171875,3,3.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST03174,40,1,516.719970703125,516.719970703125,2,2.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST01314,973,1,517.0499877929688,517.0499877929688,5,5.0,0,1.0,1,1,2,4,112,Low Value,0
CUST01686,545,1,517.6199951171875,517.6199951171875,2,2.0,0,1.0,3,3,2,8,332,Low Value,0
CUST02275,66,2,520.7599945068359,260.37999725341797,4,2.0,388,1.0,5,5,2,12,552,Medium Value,2
CUST03216,231,1,522.0900268554688,522.0900268554688,3,3.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST03045,466,1,522.9000244140625,522.9000244140625,14,14.0,0,1.0,3,3,2,8,332,Low Value,1
CUST00969,726,1,524.2999877929688,524.2999877929688,7,7.0,0,1.0,2,2,2,6,222,Low Value,0
CUST00892,1060,1,525.2000122070312,525.2000122070312,8,8.0,0,1.0,1,1,2,4,112,Low Value,1
CUST02033,736,1,527.5,527.5,2,2.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02229,844,1,531.8200073242188,531.8200073242188,2,2.0,0,1.0,2,1,2,5,212,Low Value,0
CUST00748,213,1,533.1699829101562,533.1699829101562,11,11.0,0,1.0,4,4,2,10,442,Medium Value,1
CUST01938,442,1,534.4400024414062,534.4400024414062,4,4.0,0,1.0,3,3,2,8,332,Low Value,0
CUST01965,314,1,535.02001953125,535.02001953125,2,2.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST01887,802,1,535.2899780273438,535.2899780273438,3,3.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02375,1066,1,537.5999755859375,537.5999755859375,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00426,703,1,541.7999877929688,541.7999877929688,6,6.0,0,1.0,2,2,2,6,222,Low Value,0
CUST03195,519,1,542.780029296875,542.780029296875,14,14.0,0,1.0,3,3,2,8,332,Low Value,1
CUST00946,1055,1,543.719970703125,543.719970703125,6,6.0,0,1.0,1,1,2,4,112,Low Value,0
CUST01603,178,2,544.3199920654297,272.15999603271484,4,2.0,565,1.0,4,5,2,11,452,Medium Value,2
CUST01151,436,2,545.2199859619141,272.60999298095703,6,3.0,253,1.0,3,5,2,10,352,Medium Value,0
CUST01233,635,1,547.9000244140625,547.9000244140625,5,5.0,0,1.0,2,2,2,6,222,Low Value,0
CUST03161,558,1,551.3400268554688,551.3400268554688,3,3.0,0,1.0,3,2,2,7,322,Low Value,0
CUST02052,54,2,551.4599914550781,275.72999572753906,8,4.0,121,1.0,5,5,2,12,552,Medium Value,0
CUST00485,443,2,552.1499938964844,276.0749969482422,16,8.0,124,1.0,3,5,2,10,352,Medium Value,0
CUST03233,1070,1,552.239990234375,552.239990234375,12,12.0,0,1.0,1,1,2,4,112,Low Value,1
CUST00948,897,1,552.510009765625,552.510009765625,7,7.0,0,1.0,1,1,2,4,112,Low Value,0
CUST02967,851,1,552.5800170898438,552.5800170898438,14,14.0,0,1.0,2,1,2,5,212,Low Value,1
CUST00505,652,1,554.4600219726562,554.4600219726562,2,2.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02247,6,1,555.0900268554688,555.0900268554688,3,3.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02655,373,1,555.3599853515625,555.3599853515625,8,8.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST01144,173,1,555.9600219726562,555.9600219726562,3,3.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST01830,1076,1,556.5,556.5,15,15.0,0,1.0,1,1,2,4,112,Low Value,1
CUST00925,428,1,556.9199829101562,556.9199829101562,4,4.0,0,1.0,3,3,2,8,332,Low Value,0
CUST02719,497,1,557.47998046875,557.47998046875,2,2.0,0,1.0,3,3,2,8,332,Low Value,0
CUST00940,101,2,559.5399932861328,279.7699966430664,4,2.0,678,1.0,5,5,2,12,552,Medium Value,2
CUST01149,722,1,564.47998046875,564.47998046875,8,8.0,0,1.0,2,2,2,6,222,Low Value,1
CUST00557,563,1,565.1400146484375,565.1400146484375,2,2.0,0,1.0,3,2,2,7,322,Low Value,0
CUST02804,877,1,565.4600219726562,565.4600219726562,7,7.0,0,1.0,1,2,2,5,122,Low Value,0
CUST00648,816,1,567.780029296875,567.780029296875,6,6.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01616,435,1,568.4000244140625,568.4000244140625,2,2.0,0,1.0,3,3,2,8,332,Low Value,0
CUST02830,738,1,569.3599853515625,569.3599853515625,11,11.0,0,1.0,2,2,2,6,222,Low Value,1
CUST01068,104,1,570.3300170898438,570.3300170898438,3,3.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST01976,131,1,570.5599975585938,570.5599975585938,4,4.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST01286,641,1,571.4000244140625,571.4000244140625,2,2.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01699,896,1,573.8800048828125,573.8800048828125,2,2.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00265,499,1,574.2000122070312,574.2000122070312,11,11.0,0,1.0,3,3,2,8,332,Low Value,1
CUST02521,183,1,575.1599731445312,575.1599731445312,12,12.0,0,1.0,4,4,2,10,442,Medium Value,1
CUST00190,193,1,580.8599853515625,580.8599853515625,6,6.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST02222,691,1,582.0,582.0,12,12.0,0,1.0,2,2,2,6,222,Low Value,1
CUST00125,1037,1,582.7000122070312,582.7000122070312,2,2.0,0,1.0,1,1,2,4,112,Low Value,0
CUST02577,353,1,584.7000122070312,584.7000122070312,10,10.0,0,1.0,4,3,2,9,432,Medium Value,1
CUST01822,358,1,584.9400024414062,584.9400024414062,2,2.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST02148,198,1,586.4600219726562,586.4600219726562,7,7.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST02697,682,1,590.25,590.25,3,3.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01676,828,1,591.2999877929688,591.2999877929688,2,2.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02457,888,1,592.0599975585938,592.0599975585938,7,7.0,0,1.0,1,1,2,4,112,Low Value,0
CUST02260,44,1,592.4400024414062,592.4400024414062,12,12.0,0,1.0,5,4,2,11,542,Medium Value,1
CUST01475,347,1,593.4600219726562,593.4600219726562,3,3.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST00286,2,1,594.4000244140625,594.4000244140625,8,8.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST00435,161,1,597.0,597.0,2,2.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02547,828,1,599.4000244140625,599.4000244140625,12,12.0,0,1.0,2,2,2,6,222,Low Value,1
CUST00760,417,1,600.5999755859375,600.5999755859375,13,13.0,0,1.0,3,3,2,8,332,Low Value,1
CUST01807,999,1,603.6599731445312,603.6599731445312,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00004,937,1,608.4000244140625,608.4000244140625,6,6.0,0,1.0,1,1,2,4,112,Low Value,0
CUST01307,434,1,609.760009765625,609.760009765625,8,8.0,0,1.0,3,3,2,8,332,Low Value,0
CUST02330,62,1,610.6799926757812,610.6799926757812,12,12.0,0,1.0,5,4,2,11,542,Medium Value,1
CUST01423,645,1,613.4000244140625,613.4000244140625,4,4.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02475,857,1,614.47998046875,614.47998046875,4,4.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00141,594,1,617.2000122070312,617.2000122070312,10,10.0,0,1.0,3,2,2,7,322,Low Value,1
CUST02670,419,2,618.6199951171875,309.30999755859375,5,2.5,565,1.0,3,5,2,10,352,Medium Value,2
CUST01261,1069,1,622.0499877929688,622.0499877929688,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST02231,723,1,622.510009765625,622.510009765625,7,7.0,0,1.0,2,2,2,6,222,Low Value,0
CUST03229,370,1,628.4000244140625,628.4000244140625,10,10.0,0,1.0,4,3,2,9,432,Medium Value,1
CUST01526,1004,1,629.6400146484375,629.6400146484375,11,11.0,0,1.0,1,2,2,5,122,Low Value,1
CUST01831,648,1,630.5999755859375,630.5999755859375,5,5.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02714,960,1,631.2000122070312,631.2000122070312,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00882,240,2,632.2099990844727,316.1049995422363,11,5.5,562,1.0,4,5,2,11,452,Medium Value,2
CUST02005,338,1,634.9500122070312,634.9500122070312,9,9.0,0,1.0,4,3,2,9,432,Medium Value,1
CUST02352,433,1,635.0399780273438,635.0399780273438,9,9.0,0,1.0,3,3,2,8,332,Low Value,1
CUST00567,580,1,636.6300048828125,636.6300048828125,3,3.0,0,1.0,3,2,2,7,322,Low Value,0
CUST02705,141,2,636.8300018310547,318.41500091552734,4,2.0,240,1.0,5,5,2,12,552,Medium Value,0
CUST00327,135,2,637.3700294494629,318.68501472473145,13,6.5,48,1.0,5,5,2,12,552,Medium Value,0
CUST01803,737,1,639.5999755859375,639.5999755859375,12,12.0,0,1.0,2,2,2,6,222,Low Value,1
CUST00078,227,1,640.4400024414062,640.4400024414062,6,6.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST02991,750,1,641.4000244140625,641.4000244140625,3,3.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01562,116,1,645.4199829101562,645.4199829101562,3,3.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02514,544,1,645.7999877929688,645.7999877929688,5,5.0,0,1.0,3,3,2,8,332,Low Value,0
CUST00519,1071,1,647.4000244140625,647.4000244140625,5,5.0,0,1.0,1,1,2,4,112,Low Value,0
CUST02491,952,1,647.5999755859375,647.5999755859375,4,4.0,0,1.0,1,1,2,4,112,Low Value,0
CUST02499,556,1,649.6500244140625,649.6500244140625,3,3.0,0,1.0,3,2,2,7,322,Low Value,0
CUST02285,285,1,650.0399780273438,650.0399780273438,3,3.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST00469,995,1,650.0999755859375,650.0999755859375,6,6.0,0,1.0,1,1,2,4,112,Low Value,0
CUST01867,916,1,650.239990234375,650.239990234375,8,8.0,0,1.0,1,1,2,4,112,Low Value,1
CUST02529,376,1,650.7000122070312,650.7000122070312,9,9.0,0,1.0,4,3,2,9,432,Medium Value,1
CUST01053,402,1,652.7100219726562,652.7100219726562,3,3.0,0,1.0,3,3,2,8,332,Low Value,0
CUST01165,868,1,655.5,655.5,6,6.0,0,1.0,1,1,2,4,112,Low Value,0
CUST02901,4,2,656.3999938964844,328.1999969482422,6,3.0,877,1.0,5,5,2,12,552,Medium Value,2
CUST01540,212,2,656.9600296020508,328.4800148010254,4,2.0,135,1.0,4,5,2,11,452,Medium Value,0
CUST00865,962,1,659.5999755859375,659.5999755859375,8,8.0,0,1.0,1,1,2,4,112,Low Value,1
CUST02042,422,1,659.5999755859375,659.5999755859375,4,4.0,0,1.0,3,3,2,8,332,Low Value,0
CUST02402,26,2,659.9499969482422,329.9749984741211,11,5.5,144,1.0,5,5,2,12,552,Medium Value,2
CUST00299,347,1,662.5599975585938,662.5599975585938,8,8.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST02954,178,1,664.6199951171875,664.6199951171875,6,6.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST00752,358,1,665.280029296875,665.280029296875,12,12.0,0,1.0,4,3,2,9,432,Medium Value,1
CUST02729,832,1,665.3400268554688,665.3400268554688,6,6.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01561,633,1,668.9600219726562,668.9600219726562,8,8.0,0,1.0,2,2,2,6,222,Low Value,1
CUST00402,606,2,671.1900043487549,335.59500217437744,5,2.5,174,1.0,3,5,2,10,352,Medium Value,0
CUST02265,112,1,672.6500244140625,672.6500244140625,5,5.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST01743,441,1,672.8400268554688,672.8400268554688,12,12.0,0,1.0,3,3,2,8,332,Low Value,1
CUST00910,795,1,674.0,674.0,5,5.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01672,146,1,675.1799926757812,675.1799926757812,6,6.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02223,12,1,675.719970703125,675.719970703125,12,12.0,0,1.0,5,4,2,11,542,Medium Value,1
CUST02382,164,1,675.8099975585938,675.8099975585938,9,9.0,0,1.0,5,4,2,11,542,Medium Value,1
CUST01241,722,1,676.9099731445312,676.9099731445312,13,13.0,0,1.0,2,2,2,6,222,Low Value,1
CUST01441,365,1,680.760009765625,680.760009765625,4,4.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST03245,928,1,681.6500244140625,681.6500244140625,5,5.0,0,1.0,1,1,2,4,112,Low Value,0
CUST02263,735,1,686.52001953125,686.52001953125,12,12.0,0,1.0,2,2,2,6,222,Low Value,1
CUST02466,225,1,689.4299926757812,689.4299926757812,3,3.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST01991,363,1,690.2999877929688,690.2999877929688,3,3.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST01569,169,1,694.0999755859375,694.0999755859375,5,5.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST01338,636,1,694.3300170898438,694.3300170898438,13,13.0,0,1.0,2,2,2,6,222,Low Value,1
CUST02166,85,1,695.6400146484375,695.6400146484375,11,11.0,0,1.0,5,4,2,11,542,Medium Value,1
CUST01020,513,1,697.4099731445312,697.4099731445312,7,7.0,0,1.0,3,3,2,8,332,Low Value,0
CUST00387,763,1,698.280029296875,698.280029296875,4,4.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02947,891,1,698.7000122070312,698.7000122070312,15,15.0,0,1.0,1,1,2,4,112,Low Value,1
CUST01313,36,1,700.2000122070312,700.2000122070312,4,4.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02765,1054,1,702.1199951171875,702.1199951171875,12,12.0,0,1.0,1,1,2,4,112,Low Value,1
CUST01240,468,1,702.47998046875,702.47998046875,6,6.0,0,1.0,3,3,2,8,332,Low Value,0
CUST00987,345,1,703.219970703125,703.219970703125,14,14.0,0,1.0,4,3,2,9,432,Medium Value,1
CUST01915,678,1,703.780029296875,703.780029296875,14,14.0,0,1.0,2,2,2,6,222,Low Value,1
CUST02843,807,1,704.4400024414062,704.4400024414062,11,11.0,0,1.0,2,2,2,6,222,Low Value,1
CUST00528,286,1,707.52001953125,707.52001953125,12,12.0,0,1.0,4,3,2,9,432,Medium Value,1
CUST01134,198,1,710.7000122070312,710.7000122070312,10,10.0,0,1.0,4,4,2,10,442,Medium Value,1
CUST02188,925,1,712.1699829101562,712.1699829101562,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST01945,142,1,712.6500244140625,712.6500244140625,15,15.0,0,1.0,5,4,2,11,542,Medium Value,1
CUST02565,341,1,713.3699951171875,713.3699951171875,7,7.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST02468,520,1,714.239990234375,714.239990234375,9,9.0,0,1.0,3,3,2,8,332,Low Value,1
CUST02870,528,1,715.0,715.0,11,11.0,0,1.0,3,3,2,8,332,Low Value,1
CUST00289,18,1,716.2100219726562,716.2100219726562,11,11.0,0,1.0,5,4,2,11,542,Medium Value,1
CUST00220,1039,1,716.75,716.75,5,5.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00840,348,1,717.2100219726562,717.2100219726562,13,13.0,0,1.0,4,3,2,9,432,Medium Value,1
CUST00730,634,1,717.719970703125,717.719970703125,4,4.0,0,1.0,2,2,2,6,222,Low Value,0
CUST00049,264,1,717.75,717.75,3,3.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST00695,655,1,718.0,718.0,8,8.0,0,1.0,2,2,2,6,222,Low Value,1
CUST00251,203,1,718.7999877929688,718.7999877929688,6,6.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST02446,931,1,719.3400268554688,719.3400268554688,6,6.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00893,369,1,721.2000122070312,721.2000122070312,6,6.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST00016,673,1,722.1599731445312,722.1599731445312,6,6.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02738,957,1,722.4299926757812,722.4299926757812,9,9.0,0,1.0,1,1,2,4,112,Low Value,1
CUST01204,318,1,723.5399780273438,723.5399780273438,3,3.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST02318,790,1,725.27001953125,725.27001953125,13,13.0,0,1.0,2,2,2,6,222,Low Value,1
CUST01089,314,1,726.47998046875,726.47998046875,6,6.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST00738,240,1,727.219970703125,727.219970703125,13,13.0,0,1.0,4,4,2,10,442,Medium Value,1
CUST02435,802,1,729.3200073242188,729.3200073242188,4,4.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01417,423,1,729.8499755859375,729.8499755859375,11,11.0,0,1.0,3,3,2,8,332,Low Value,1
CUST02612,3,1,730.8599853515625,730.8599853515625,6,6.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02145,203,1,731.0,731.0,5,5.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST01913,11,1,732.4000244140625,732.4000244140625,8,8.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02548,713,1,732.9600219726562,732.9600219726562,12,12.0,0,1.0,2,2,2,6,222,Low Value,1
CUST02533,392,1,739.2000122070312,739.2000122070312,10,10.0,0,1.0,3,3,2,8,332,Low Value,1
CUST01767,610,1,742.5,742.5,9,9.0,0,1.0,2,2,2,6,222,Low Value,1
CUST00003,277,1,742.9600219726562,742.9600219726562,4,4.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST00263,770,1,746.6199951171875,746.6199951171875,14,14.0,0,1.0,2,2,2,6,222,Low Value,1
CUST02739,351,1,749.7000122070312,749.7000122070312,15,15.0,0,1.0,4,3,2,9,432,Medium Value,1
CUST01406,751,1,751.469970703125,751.469970703125,3,3.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01335,682,1,751.5999755859375,751.5999755859375,10,10.0,0,1.0,2,2,2,6,222,Low Value,1
CUST00023,19,2,754.4499969482422,377.2249984741211,3,1.5,429,1.0,5,5,2,12,552,Medium Value,2
CUST00398,656,1,755.4299926757812,755.4299926757812,3,3.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02635,807,1,756.9000244140625,756.9000244140625,6,6.0,0,1.0,2,2,2,6,222,Low Value,0
CUST00610,1016,1,757.4400024414062,757.4400024414062,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00809,144,1,757.77001953125,757.77001953125,3,3.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST01479,608,1,760.1099853515625,760.1099853515625,13,13.0,0,1.0,2,2,2,6,222,Low Value,1
CUST02202,1021,1,760.2000122070312,760.2000122070312,15,15.0,0,1.0,1,1,2,4,112,Low Value,1
CUST01963,686,1,760.3400268554688,760.3400268554688,7,7.0,0,1.0,2,2,2,6,222,Low Value,0
CUST00093,120,2,760.5500183105469,380.27500915527344,12,6.0,208,1.0,5,5,2,12,552,Medium Value,2
CUST03237,427,1,760.8599853515625,760.8599853515625,6,6.0,0,1.0,3,3,2,8,332,Low Value,0
CUST01654,736,1,762.5999755859375,762.5999755859375,6,6.0,0,1.0,2,2,2,6,222,Low Value,0
CUST00407,404,1,765.1199951171875,765.1199951171875,12,12.0,0,1.0,3,3,2,8,332,Low Value,1
CUST02483,1047,1,765.239990234375,765.239990234375,4,4.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00066,863,1,771.0800170898438,771.0800170898438,4,4.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00318,759,1,771.7000122070312,771.7000122070312,5,5.0,0,1.0,2,2,2,6,222,Low Value,0
CUST00926,196,1,771.8900146484375,771.8900146484375,7,7.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST03159,1061,1,772.4500122070312,772.4500122070312,5,5.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00440,698,1,772.5599975585938,772.5599975585938,8,8.0,0,1.0,2,2,2,6,222,Low Value,1
CUST02817,320,1,775.2000122070312,775.2000122070312,4,4.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST02693,1061,1,775.77001953125,775.77001953125,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST01450,170,1,776.0700073242188,776.0700073242188,9,9.0,0,1.0,4,4,2,10,442,Medium Value,1
CUST03284,403,1,776.0800170898438,776.0800170898438,8,8.0,0,1.0,3,3,2,8,332,Low Value,0
CUST02610,894,1,779.5,779.5,5,5.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00555,16,1,783.030029296875,783.030029296875,3,3.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST00553,1058,1,783.0399780273438,783.0399780273438,4,4.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00457,806,2,787.7000122070312,393.8500061035156,10,5.0,154,1.0,2,5,2,9,252,Medium Value,0
CUST01128,586,2,788.2899780273438,394.1449890136719,11,5.5,127,1.0,3,5,2,10,352,Medium Value,0
CUST00080,1073,1,788.3599853515625,788.3599853515625,4,4.0,0,1.0,1,1,2,4,112,Low Value,0
CUST01310,82,1,788.7000122070312,788.7000122070312,6,6.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02131,303,1,789.0399780273438,789.0399780273438,8,8.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST03171,698,1,791.2000122070312,791.2000122070312,4,4.0,0,1.0,2,2,2,6,222,Low Value,0
CUST00113,44,1,794.5,794.5,7,7.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02221,445,1,798.1199951171875,798.1199951171875,6,6.0,0,1.0,3,3,2,8,332,Low Value,0
CUST00534,551,1,798.1599731445312,798.1599731445312,4,4.0,0,1.0,3,3,2,8,332,Low Value,0
CUST01579,264,2,798.3999938964844,399.1999969482422,4,2.0,86,1.0,4,5,2,11,452,Medium Value,0
CUST00537,592,1,798.8099975585938,798.8099975585938,3,3.0,0,1.0,3,2,2,7,322,Low Value,0
CUST02860,135,2,799.6199798583984,399.8099899291992,8,4.0,536,1.0,5,5,2,12,552,Medium Value,2
CUST01288,121,2,800.0800170898438,400.0400085449219,16,8.0,319,1.0,5,5,2,12,552,Medium Value,2
CUST01759,988,1,801.7000122070312,801.7000122070312,10,10.0,0,1.0,1,1,2,4,112,Low Value,1
CUST02490,336,2,803.0199890136719,401.50999450683594,8,4.0,667,1.0,4,5,2,11,452,Medium Value,2
CUST03151,800,1,806.9400024414062,806.9400024414062,9,9.0,0,1.0,2,2,2,6,222,Low Value,1
CUST02786,633,1,807.2999877929688,807.2999877929688,13,13.0,0,1.0,2,2,2,6,222,Low Value,1
CUST00341,511,1,807.3599853515625,807.3599853515625,4,4.0,0,1.0,3,3,2,8,332,Low Value,0
CUST00626,738,1,808.75,808.75,5,5.0,0,1.0,2,2,2,6,222,Low Value,0
CUST02000,954,1,814.1099853515625,814.1099853515625,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST02127,16,1,814.2000122070312,814.2000122070312,4,4.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST01703,775,1,815.6400146484375,815.6400146484375,3,3.0,0,1.0,2,2,2,6,222,Low Value,0
CUST03138,683,1,820.0499877929688,820.0499877929688,7,7.0,0,1.0,2,2,2,6,222,Low Value,0
CUST00641,138,1,820.1400146484375,820.1400146484375,6,6.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST00161,1060,1,820.5599975585938,820.5599975585938,3,3.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00022,991,1,821.72998046875,821.72998046875,7,7.0,0,1.0,1,1,2,4,112,Low Value,0
CUST00014,339,1,825.9000244140625,825.9000244140625,6,6.0,0,1.0,4,3,2,9,432,Medium Value,0
CUST02946,32,1,827.0499877929688,827.0499877929688,5,5.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST00456,226,1,827.219970703125,827.219970703125,6,6.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST00928,115,1,827.8800048828125,827.8800048828125,3,3.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST03145,994,1,828.75,828.75,15,15.0,0,1.0,1,1,2,4,112,Low Value,1
CUST00621,239,1,828.7999877929688,828.7999877929688,7,7.0,0,1.0,4,4,2,10,442,Medium Value,0
CUST02993,114,1,831.75,831.75,5,5.0,0,1.0,5,4,2,11,542,Medium Value,0
CUST02464,560,1,833.5999755859375,833.5999755859375,4,4.0,0,1.0,3,2,2,7,322,Low Value,0
CUST03067,658,1,834.7999877929688,834.7999877929688,4,4.0,0,1.0,2,2,2,6,222,Low Value,0
CUST01312,437,2,835.1000061035156,417.5500030517578,17,8.5,129,1.0,3,5,2,10,352,Medium Value,1
CUST02902,348,1,836.5499877929688,836.5499877929688,15,15.0,0,1.0,4,3,2,9,432,Medium Value,1
